Enterprise_Value_over_EBITDA,Revenue_Growth,Profit_Margin,grossProfitMargin,returnOnEquity,assetTurnover,Debt_to_Equity,Debt_to_Equity_squared,Capex_to_Revenue,R_and_D_to_Revenue,Dividend_Yield,currentRatio,currentRatio_squared,returnOnEquityXpositiveROE,Sector_Communication_Services,Sector_Consumer_Cyclical,Sector_Consumer_Defensive,Sector_Energy,Sector_Financial_Services,Sector_Healthcare,Sector_Industrials,Sector_Real_Estate,Sector_Technology,Sector_Utilities,residuals
10.1145,0.1982,0.057,0.390802466,0.233,1.691962149,0.5468,0.29899023999999996,0.1028,0.0,0.0103,1.111,1.234321,0.233,False,False,False,False,False,False,True,False,False,False,0.0010704720038345788
9.7845,0.0382,0.071,0.357222293,0.1789,0.919609027,1.0715,1.1481122499999998,0.0274,0.0,0.0211,1.13,1.2768999999999997,0.1789,False,True,False,False,False,False,False,False,False,False,0.5773191294835883
6.9989,-0.0159,0.087,0.170197538,0.2354,0.979528884,0.7288,0.53114944,0.0264,0.0,0.0017,1.886,3.556996,0.2354,False,False,False,False,False,False,True,False,False,False,8.969248375288137
12.4351,0.1759,0.076,0.321977817,0.3111,2.455338704,0.0,0.0,0.0058,0.0,0.0132,2.061,4.247720999999999,0.3111,False,False,False,False,False,False,True,False,False,False,11.136708944499915
4.8041,0.1612,0.068,0.545973537,0.1329,1.179702079,0.0988,0.00976144,0.142,0.0,0.0115,1.471,2.163841,0.1329,False,False,False,False,False,False,True,False,False,False,49.332093268030356
11.2848,0.0737,0.077,0.315654852,0.2387,1.362013862,0.7906,0.62504836,0.0284,0.0,0.0,1.601,2.563201,0.2387,False,False,True,False,False,False,False,False,False,False,2.033611385196405
11.2926,0.0564,0.067,0.464637032,0.0978,0.419515763,2.0943,4.38609249,0.0512,0.0,0.0795,1.067,1.1384889999999999,0.0978,False,True,False,False,False,False,False,False,False,False,8.515704204492831
16.5753,0.1932,-0.035,0.240900679,-0.0979,0.999383477,0.8692,0.75550864,0.0586,0.0204,0.0206,1.456,2.119936,-0.0,False,False,False,False,False,False,False,False,False,False,9.873358855912134
3.0888,0.4545,0.167,0.771343476,0.0997,0.365881459,0.3879,0.15046641000000002,0.6525,0.0,0.0,1.196,1.430416,0.0997,False,False,False,True,False,False,False,False,False,False,34.58736651610599
9.3226,0.0593,0.237,0.504317477,0.2242,0.801010582,0.0,0.0,0.1092,0.1046,0.0148,5.805,33.698024999999994,0.2242,False,False,False,False,False,False,False,False,True,False,6.0211617224530976
20.7283,0.2308,0.086,0.482700119,0.092,0.464895954,0.7317,0.53538489,0.0336,0.0698,0.0036,1.6,2.5600000000000005,0.092,False,False,False,False,False,True,False,False,False,False,4.239304029572901
12.8357,0.1921,0.076,0.398865545,0.0859,0.657784897,0.4286,0.18369796,0.1324,0.1009,0.0,3.222,10.381283999999999,0.0859,False,False,False,False,False,False,False,False,True,False,1.0101419314906162
9.0352,0.0348,0.072,1.0,0.1447,0.956220063,0.742,0.5505639999999999,0.0617,0.0,0.0034,1.338,1.7902440000000002,0.1447,False,False,False,False,False,True,False,False,False,False,50.06400508563644
24.3752,0.0037,0.014,0.474121996,0.0606,0.916949153,1.099,1.207801,0.0739,0.1465,0.0,1.415,2.002225,0.0606,False,False,False,False,False,False,False,False,True,False,121.13357215929464
30.9217,0.0621,-0.058,1.0,-0.0753,0.48804213,1.3687,1.8733396900000001,0.1134,0.0,0.0,1.082,1.170724,-0.0,False,False,False,False,False,True,False,False,False,False,121.44835006798426
8.115,0.0452,0.054,0.366621871,0.1927,1.609462656,0.4138,0.17123044,0.0296,0.0307,0.0218,1.56,2.4336,0.1927,False,False,False,False,False,False,True,False,False,False,4.195191186792466
7.7695,0.3524,0.065,0.345486851,0.1629,0.788632924,1.311,1.718721,0.0195,0.0,0.0,1.059,1.121481,0.1629,False,True,False,False,False,False,False,False,False,False,16.453453425020975
22.4443,0.0379,0.07,0.946749226,0.0768,0.745269958,0.0,0.0,0.0378,0.1703,0.0,2.328,5.4195839999999995,0.0768,False,True,False,False,False,False,False,False,False,False,28.31666741608738
13.4848,0.1309,0.151,0.483152404,0.3265,1.49483667,0.2171,0.04713240999999999,0.0336,0.0,0.0295,5.295,28.037025,0.3265,False,False,False,False,False,False,True,False,False,False,18.03557791668748
8.1263,0.1455,0.05,0.229187246,0.2153,1.585822714,0.6275,0.3937562499999999,0.0107,0.0,0.0,1.164,1.3548959999999999,0.2153,False,False,False,False,False,False,False,True,False,False,24.85722989210825
7.9754,0.1683,0.149,0.706853427,0.4838,0.726116963,2.2127,4.896041289999999,0.0315,0.0,0.0,1.369426752,1.8753296290932697,0.4838,False,True,False,False,False,False,False,False,False,False,10.214118848448598
7.824,-0.0241,0.133,0.4685158,0.2321,0.544212252,1.3611,1.85259321,0.0138,0.0,0.0246,1.499,2.2470010000000005,0.2321,False,True,False,False,False,False,False,False,False,False,2.6850218505908825
5.0034,0.6929,0.093,0.226242434,0.6384,1.915716108,1.1308,1.27870864,0.0197,0.0309,0.0,1.765,3.1152249999999997,0.6384,False,False,False,False,False,False,False,False,True,False,40.16481677930401
20.2554,0.0309,0.032,0.699046462,0.0035,0.07138081,0.483,0.233289,-0.6395,0.0,0.0413,1.67180597,2.7949352013276414,0.0035,False,False,False,False,False,False,False,True,False,False,1.902837531185466
10.602,0.0024,0.057,0.147537767,0.1756,1.162371722,0.9444,0.89189136,0.0072,0.0,0.0244,1.379,1.901641,0.1756,False,False,False,False,False,False,False,False,True,False,8.167417344626632
9.4157,0.0045,0.047,0.542478716,0.0948,1.445581252,0.0044,1.936e-05,0.0159,0.0,0.0436,1.768,3.125824,0.0948,False,True,False,False,False,False,False,False,False,False,0.2842996680347103
13.9794,0.2141,0.241,0.682686921,0.1327,0.30339715,0.562,0.31584400000000007,0.0411,0.1879,0.0219,2.008,4.032064,0.1327,False,False,False,False,False,False,False,False,True,False,10.617599301946417
23.4758,0.1175,0.015,0.535693696,0.0318,0.925041637,0.7779,0.6051284100000001,0.068,0.0,0.0,1.014,1.028196,0.0318,False,True,False,False,False,False,False,False,False,False,155.52010339688266
8.957,0.06,0.135,0.372261265,0.699,0.663982799,3.6159,13.074732809999999,0.0114,0.0,0.0165,1.476,2.178576,0.699,False,True,False,False,False,False,False,False,False,False,0.535623746421791
19.3488,0.1645,0.121,0.44572625,0.1065,0.433169725,0.6884,0.47389456,0.0291,0.0397,0.003,1.728,2.9859839999999997,0.1065,False,False,False,False,False,True,False,False,False,False,3.2908228813526494
14.334,-0.0566,0.125,0.551365479,0.0456,0.158126698,1.1504,1.3234201600000002,0.3794,0.0,0.0523,1.942276758,3.7724390046669907,0.0456,False,False,False,False,False,False,False,True,False,False,3.908255342390937
7.5467,0.0959,0.117,0.206446384,0.1662,0.642144279,0.5593,0.31281649,0.0595,0.0,0.0321,1.436,2.062096,0.1662,False,True,False,False,False,False,False,False,False,False,3.5228470307578696
19.7995,0.0452,0.099,0.268481951,0.391,1.310224831,0.9626,0.9265987600000001,0.027,0.0,0.0126,1.275,1.6256249999999999,0.391,False,False,False,False,False,False,True,False,False,False,113.22368133081345
7.2512,0.1603,-0.008,0.156855194,-0.0387,0.968005645,2.5665,6.58692225,0.0715,0.0,0.0,1.496,2.238016,-0.0,False,True,False,False,False,False,False,False,False,False,17.00144970369043
4.4238,-0.0242,0.078,0.350231889,0.2077,1.07079252,0.2929,0.08579041,0.038,0.0,0.0254,3.323,11.042329,0.2077,False,True,False,False,False,False,False,False,False,False,17.72106244464063
6.3295,0.0824,0.049,0.390045827,0.116,0.68408267,1.0548,1.11260304,0.0378,0.0544,0.0048,1.756,3.083536,0.116,False,False,False,False,False,False,False,False,True,False,29.879952961283216
7.453,0.1234,0.023,0.147057121,0.118,1.408231459,1.1941,1.4258748099999998,0.0319,0.0,0.0,1.113,1.238769,0.118,False,False,False,False,False,False,True,False,False,False,5.697417446493178
8.6743,0.0182,0.081,0.43251492,0.3244,1.681645359,0.6824,0.46566976,0.0183,0.0,0.0221,3.185,10.144225,0.3244,False,True,False,False,False,False,False,False,False,False,1.1940550883574241
18.4303,-0.0596,0.187,0.56920686,0.7115,1.820468826,0.0,0.0,0.0131,0.1286,0.0,1.483,2.1992890000000003,0.7115,False,False,False,False,False,False,False,False,True,False,53.816967974786756
7.4556,0.1259,0.031,0.213505133,0.0973,1.226266653,0.5066,0.25664356000000005,0.0214,0.038,0.0108,1.279,1.6358409999999999,0.0973,False,False,False,False,False,False,True,False,False,False,17.019793038151604
12.0608,0.1838,0.043,0.359754759,0.1417,0.918210026,1.7441,3.04188481,0.0465,0.0,0.0182,2.5,6.25,0.1417,False,True,False,False,False,False,False,False,False,False,4.895559901670882
14.9364,0.066,0.11,1.0,0.2197,0.692835295,0.7754,0.60124516,0.0208,0.0,0.0198,1.205,1.4520250000000001,0.2197,False,False,False,False,True,False,False,False,False,False,29.812361524225597
5.518,0.2117,0.136,0.418043992,0.3221,0.44377654,3.452,11.916304,0.1993,0.0,0.0,0.832,0.692224,0.3221,False,False,False,False,False,False,True,False,False,False,49.074948689783916
15.9924,0.0382,0.178,0.554712255,0.1008,0.125938301,2.2029,4.85276841,0.5016,0.0,0.0406,4.267245842,18.209387076066292,0.1008,False,False,False,False,False,False,False,True,False,False,15.040976771831687
12.114,0.2121,0.094,0.356327107,0.3129,2.023079829,0.0,0.0,0.0749,0.0,0.0,2.638,6.959044,0.3129,False,True,False,False,False,False,False,False,False,False,8.538957656568197
8.2361,0.0236,0.051,0.403269599,0.1177,0.666469999,1.8575,3.4503062499999997,0.0353,0.0096,0.0,1.439,2.0707210000000003,0.1177,False,True,False,False,False,False,False,False,False,False,4.517144288978469
20.3328,0.247,0.231,0.42220087,0.2643,0.782465903,0.2529,0.06395841000000001,0.1559,0.0,0.0,2.558,6.5433639999999995,0.2643,False,True,False,False,False,False,False,False,False,False,78.33434669553391
5.3264,0.1779,0.057,0.092814981,0.1655,0.972486144,0.7379,0.54449641,0.0035,0.0,0.0211,1.381,1.907161,0.1655,False,False,False,False,False,False,True,False,False,False,27.326056972414403
19.0705,0.0738,0.005,0.302143048,0.0171,0.805197951,2.6184,6.856018559999999,0.0441,0.0119,0.0,1.986,3.944196,0.0171,False,False,False,False,False,False,True,False,False,False,54.861932918849064
9.8464,0.5368,0.432,1.0,0.0859,0.093530482,0.9943,0.98863249,0.0444,0.0,0.1092,2.668236018,7.119483447752496,0.0859,False,False,False,False,False,False,False,True,False,False,53.4286008912301
15.0508,0.0223,0.204,0.472952087,0.5177,0.517048482,2.5988,6.753761440000001,0.0618,0.0,0.0,1.106,1.2232360000000002,0.5177,False,False,False,False,False,False,True,False,False,False,16.29274083584596
10.8161,0.257,0.047,0.560425804,0.0808,0.643318491,1.1347,1.2875440900000001,0.2328,0.0,0.0,1.612,2.5985440000000004,0.0808,False,False,False,False,False,False,True,False,False,False,3.5718251483320205
13.03,0.1343,0.307,0.683215446,0.0656,0.112535946,0.7805,0.60918025,0.186,0.0,0.0486,1.671260264,2.79311087002535,0.0656,False,False,False,False,False,False,False,True,False,False,4.655093858574393
11.8414,0.018,0.113,0.336114767,0.183,0.759923614,0.8252,0.6809550400000001,0.0366,0.0,0.0242,3.833,14.691889000000002,0.183,False,False,False,False,False,False,False,False,False,False,13.583571529781874
7.5111,0.0011,0.087,1.0,0.5207,0.621123614,1.9205,3.6883202500000003,0.0128,0.0,0.0328,0.899,0.8082010000000001,0.5207,False,True,False,False,False,False,False,False,False,False,6.533004688365941
12.6042,0.6424,0.106,0.441410381,0.1609,0.473998175,0.8842,0.78180964,0.0427,0.0617,0.014,1.346,1.8117160000000003,0.1609,False,False,False,False,False,False,False,False,False,False,5.716138956158113
9.7661,0.1111,0.082,0.390131818,0.0559,0.534207636,0.1305,0.01703025,0.0967,0.1217,0.0,2.574,6.625475999999999,0.0559,False,False,False,False,False,False,False,False,True,False,24.302113218947913
6.9959,0.0076,0.026,0.328980527,0.0992,1.643448795,0.3627,0.13155129000000002,0.0262,0.0,0.0347,1.539,2.368521,0.0992,False,False,False,False,False,False,True,False,False,False,3.3937094422855743
9.4948,0.0398,0.087,0.283541584,0.1125,0.50217088,1.2732,1.6210382400000003,0.0663,0.0,0.0965,1.019,1.0383609999999999,0.1125,False,False,False,False,False,False,True,False,False,False,1.6529760530346471
8.0166,0.0486,0.35,1.0,0.2416,0.070048287,2.4464,5.984872960000001,0.0331,0.0,0.0254,1.334604631,1.781169521086646,0.2416,False,False,False,False,True,False,False,False,False,False,3.8621415641739074
10.436,0.189,0.074,0.249234324,0.181,0.9335712,0.8459,0.71554681,0.0116,0.0,0.0176,1.59,2.5281000000000002,0.181,False,False,False,False,False,False,True,False,False,False,0.5220361116315597
9.6516,0.6226,-0.018,0.233078126,-0.0133,0.543029043,0.2304,0.05308416,0.0775,0.0,0.0,2.95,8.7025,-0.0,False,False,False,True,False,False,False,False,False,False,3.119827783970853
7.8994,0.0665,0.217,0.519635887,0.2349,0.48994118,0.9075,0.82355625,0.158,0.0042,0.0455,2.614,6.832996,0.2349,False,False,False,False,False,False,False,False,False,False,0.42082753856131744
6.1771,0.0627,0.189,0.396992775,0.6617,1.185965725,1.4332,2.05406224,0.018,0.0,0.0,3.019,9.114361,0.6617,False,False,False,False,False,False,True,False,False,False,11.418173015617668
6.8171,0.042,0.038,0.422256347,0.0934,0.488169754,0.3178,0.10099684000000002,0.0222,0.0,0.0066,0.918948058,0.8444655333019714,0.0934,False,False,False,False,True,False,False,False,False,False,4.80687904141706
14.8977,0.05,0.005,0.116742956,0.0245,1.691144095,0.7939,0.63027721,0.0218,0.0027,0.0183,2.021,4.084441,0.0245,False,True,False,False,False,False,False,False,False,False,53.34436656308584
14.1992,0.1343,0.159,0.429512758,0.668,0.972066045,2.2194,4.925736359999999,0.0179,0.0,0.0105,1.789,3.2005209999999997,0.668,False,False,False,False,False,False,True,False,False,False,15.90443896495085
7.3552,0.0519,0.086,0.28427224,0.1159,0.76216049,0.4383,0.19210689000000003,0.0795,0.0,0.0,1.381,1.907161,0.1159,False,True,False,False,False,False,False,False,False,False,8.651785276080162
6.4034,0.0381,0.022,0.338236148,0.3563,2.132615676,3.8823,15.072253289999999,0.0508,0.0,0.0,1.805,3.258025,0.3563,False,True,False,False,False,False,False,False,False,False,2.3481640107471673
14.4624,0.0956,0.074,0.314299691,0.0741,0.282454355,1.1632,1.35303424,0.0569,0.0,0.0,2.122,4.502884,0.0741,False,False,True,False,False,False,False,False,False,False,0.2151537482562332
5.0854,0.094,0.033,0.24690532,0.1369,2.336414123,0.4124,0.17007376,0.0119,0.0,0.0,2.86,8.179599999999999,0.1369,False,False,False,False,False,False,False,False,False,False,3.1214493921996236
17.9028,0.161,0.072,0.486267202,0.0506,0.250518384,1.5698,2.4642720400000004,0.4133,0.0,0.0259,1.0,1.0,0.0506,False,False,False,False,False,False,False,False,True,False,68.48222080297468
7.9225,0.0872,0.001,0.297583248,0.0018,0.544633884,1.3661,1.8662292100000002,0.0947,0.0,0.0,2.269,5.148361,0.0018,False,False,False,False,False,False,False,False,False,False,3.4125802040996693
17.5338,0.285,0.08,0.127901907,0.1645,0.703509985,1.0262,1.05308644,0.1156,0.0,0.0245,1.025,1.050625,0.1645,False,False,False,False,False,False,False,False,False,True,23.95701442672336
17.192,0.0862,-0.095,0.469008474,-0.1022,0.470859856,0.9625,0.9264062500000001,0.0804,0.0485,0.0,2.819,7.9467609999999995,-0.0,True,False,False,False,False,False,False,False,False,False,11.815192296693521
16.9452,0.2166,0.13,0.449079552,0.2793,0.930789424,0.8405,0.70644025,0.042,0.0,0.0089,2.549,6.497401,0.2793,False,True,False,False,False,False,False,False,False,False,38.65194120378773
2.778,0.106,0.123,0.176245611,0.382,2.152466453,0.257,0.066049,0.0188,0.0009,0.0,1.579,2.493241,0.382,False,False,False,True,False,False,False,False,False,False,1.321413799719955
19.4265,0.0688,-0.006,0.606434473,-0.0059,0.439905527,0.6898,0.47582403999999995,0.0341,0.1679,0.0,1.547,2.3932089999999997,-0.0,False,False,False,False,False,False,False,False,True,False,8.936144701856701
20.411,-0.121,0.048,0.595890599,0.1256,0.870160829,0.9717,0.9442008900000001,0.0307,0.0538,0.0303,2.419,5.851561,0.1256,False,True,False,False,False,False,False,False,False,False,107.3405326662641
10.7088,0.0638,0.139,0.409517237,0.2587,1.037896793,0.1289,0.01661521,0.0267,0.0,0.0178,2.086,4.351395999999999,0.2587,False,False,False,False,False,False,True,False,False,False,0.1814844537097166
10.824,0.0174,0.098,0.345903598,0.1411,0.684449696,0.7464,0.5571129599999999,0.0509,0.0,0.0234,0.936,0.8760960000000001,0.1411,False,False,False,False,False,True,False,False,False,False,9.470310490569398
14.6042,0.0194,0.167,0.653464138,0.0286,0.11461121,0.3842,0.14760964,0.4698,0.0,0.0247,0.950616836,0.9036723688866509,0.0286,False,False,False,False,False,False,False,True,False,False,0.13711890620860892
15.0165,-0.0283,0.1,0.338834145,0.0828,0.354354228,0.8796,0.7736961600000001,0.0738,0.0,0.0125,1.195,1.428025,0.0828,False,False,False,False,False,False,False,False,True,False,25.19092545130288
6.0944,-0.0057,0.018,0.158657439,0.1458,2.007744888,0.9575,0.91680625,0.0168,0.0,0.0,0.863,0.744769,0.1458,False,True,False,False,False,False,False,False,False,False,0.537074460800048
21.0572,0.2903,0.327,0.968494115,0.1294,0.071784137,3.7906,14.36864836,0.0011,0.0,0.1122,5.459935302,29.81089350202583,0.1294,False,False,False,False,False,False,False,True,False,False,32.326107839305024
5.3868,-0.0515,0.055,0.137734584,0.3527,1.486796213,0.871,0.758641,0.0426,0.0,0.0,1.798,3.2328040000000002,0.3527,False,True,False,False,False,False,False,False,False,False,3.1680960528622473
15.9726,0.0825,0.144,0.742391767,0.036,0.098498504,1.2479,1.55725441,0.1895,0.0,0.0491,2.062453241,4.253713371311404,0.036,False,False,False,False,False,False,False,True,False,False,1.3213026248281277
15.4742,0.0858,0.165,0.450098765,0.2058,0.714959194,0.4255,0.18105025,0.024,0.0,0.0131,2.996,8.976016,0.2058,False,False,False,False,False,False,True,False,False,False,12.945657307652239
15.8773,0.0803,0.188,0.655676502,0.242,0.557122771,0.7719,0.59582961,0.0242,0.1818,0.0264,4.026,16.208675999999997,0.242,False,False,False,False,False,False,False,False,True,False,1.0716165542014655
17.7341,0.0148,0.088,0.57785528,0.0965,0.477003299,0.848,0.719104,0.0943,0.0,0.0168,1.091,1.190281,0.0965,False,False,False,False,False,False,True,False,False,False,36.227173081408594
15.0966,-0.0294,0.319,1.0,0.0817,0.102630034,1.3182,1.7376512400000002,-0.0399,0.0,0.0751,2.957170692,8.744858501623758,0.0817,False,False,False,False,False,False,False,True,False,False,0.057375684085166495
23.07,0.1468,0.094,0.610335234,0.0345,0.16793154,0.9823,0.9649132899999999,0.5802,0.0,0.0279,2.09920141,4.4066465597459885,0.0345,False,False,False,False,False,False,False,True,False,False,85.67547170732074
16.6637,0.2777,0.08,0.362548975,0.2234,1.837276559,0.0,0.0,0.053,0.0,0.0,2.915,8.497225,0.2234,False,True,False,False,False,False,False,False,False,False,41.63059366778598
7.1696,0.2118,0.085,0.987827847,0.4512,0.947225981,2.5425,6.46430625,0.0256,0.0,0.0164,2.792056716,7.795580705360703,0.4512,False,False,False,False,True,False,False,False,False,False,4.103942370860865
9.2371,0.0639,0.311,1.0,0.3175,0.823752782,0.0,0.0,0.0451,0.0,0.0136,4.027,16.216729,0.3175,False,False,False,False,True,False,False,False,False,False,0.12263970925483242
11.8357,-0.0342,0.196,0.397109548,0.1793,0.727353747,0.1117,0.01247689,0.0375,0.1416,0.0,3.295,10.857025,0.1793,False,False,False,False,False,False,False,False,True,False,3.9754076349542227
20.5294,0.1973,0.185,0.389639939,0.1624,0.576631786,0.2731,0.07458361000000001,0.0199,0.0743,0.0116,3.426,11.737476000000001,0.1624,False,False,False,False,False,False,False,False,True,False,50.145434983915514
12.181,0.0783,0.043,0.3469433,0.0772,0.720445177,0.5358,0.2870816400000001,0.0352,0.0,0.0215,1.142,1.3041639999999999,0.0772,False,False,False,False,False,False,True,False,False,False,0.6952531008913874
4.7229,0.1354,0.054,0.437010247,0.1261,1.373154918,0.1929,0.03721040999999999,0.0658,0.0,0.0129,2.534,6.421155999999999,0.1261,False,False,False,False,False,False,True,False,False,False,41.314889798902165
14.9986,0.0132,0.088,0.675635409,0.0909,0.20742194,3.5672,12.724915840000001,0.1326,0.0,0.0689,1.296446369,1.6807731876932843,0.0909,False,False,False,False,False,False,False,True,False,False,0.6675499201873542
15.3167,0.0562,0.08,0.432778278,0.3311,1.064516129,1.0981,1.2058236100000002,0.0188,0.0,0.0187,1.265,1.6002249999999998,0.3311,False,False,False,False,False,False,True,False,False,False,27.458757883628767
20.7648,0.0976,0.245,0.67193133,0.6535,0.540502923,2.9529,8.71961841,0.058,0.0742,0.0059,3.597,12.938409,0.6535,False,False,False,False,False,True,False,False,False,False,15.918896116739266
8.4356,0.1382,0.023,0.486570158,0.025,0.354333275,1.8174,3.3029427599999996,0.3153,0.0,0.0673,1.7,2.8899999999999997,0.025,False,False,False,True,False,False,False,False,False,False,12.652592770575609
6.5021,0.1599,0.184,0.517083454,0.3025,0.418296019,2.1958,4.821537640000001,0.0296,0.0,0.0258,1.72,2.9583999999999997,0.3025,False,True,False,False,False,False,False,False,False,False,17.63746803959903
11.2579,0.0296,0.129,0.379844441,0.3068,0.658454746,1.5978,2.5529648400000005,0.1136,0.0,0.0209,0.851,0.724201,0.3068,False,False,False,False,False,False,True,False,False,False,2.0051375247002756
13.1497,0.0533,0.04,0.283755787,0.0873,1.292899419,0.2916,0.08503056000000002,0.0392,0.077,0.0,2.526,6.380675999999999,0.0873,False,True,False,False,False,False,False,False,False,False,2.672469489238206
8.5527,0.0986,0.206,0.360673788,0.1934,0.445145755,0.4756,0.22619536,0.2074,0.0208,0.0174,1.689,2.8527210000000003,0.1934,False,False,False,False,False,False,False,False,False,False,1.8157852589214878
12.9093,0.1809,0.017,0.201471059,0.0428,1.742061281,0.1087,0.01181569,0.0029,0.0,0.0,2.764,7.639695999999999,0.0428,False,False,False,True,False,False,False,False,False,False,46.263660623855294
3.4854,-0.0164,0.006,0.365939366,0.0419,2.32872945,0.7202,0.5186880399999999,0.0295,0.0,0.0915,2.335,5.452224999999999,0.0419,False,True,False,False,False,False,False,False,False,False,0.5816624903579645
11.7259,-0.0072,0.102,0.305896465,0.0466,0.270111772,0.5194,0.26977636,0.4342,0.0,0.0413,1.145454545,1.312066114661157,0.0466,False,False,False,False,False,False,False,True,False,False,0.22951179725967613
6.4683,0.1054,0.077,0.231259742,0.1272,0.72223928,0.785,0.616225,0.0761,0.0126,0.0143,1.581,2.499561,0.1272,False,False,False,False,False,False,False,False,False,False,8.232643803881851
14.5837,0.2421,0.152,0.439504478,0.1316,0.520353317,0.375,0.140625,0.0131,0.0,0.0119,1.147,1.315609,0.1316,False,False,False,False,True,False,False,False,False,False,20.74127550595015
8.5045,0.1549,0.033,0.212513714,0.1895,1.426305937,1.9404,3.7651521599999995,0.0224,0.0,0.0,1.706,2.910436,0.1895,False,False,False,False,False,False,False,False,False,False,0.19491745464249488
14.7235,0.2457,0.194,0.346317224,0.2679,0.788934556,0.3609,0.13024881,0.0747,0.1257,0.0,5.267,27.741289000000005,0.2679,False,False,False,False,False,False,False,False,True,False,1.5544368625856355
10.2506,-0.006,0.089,0.532377717,0.1436,0.324921194,3.0519,9.314093609999999,-0.0783,0.0,0.0561,1.448430493,2.0979508930522233,0.1436,False,True,False,False,False,False,False,False,False,False,0.032538999981785666
24.3478,0.093,0.261,0.657157562,0.3029,0.499504205,0.8405,0.70644025,0.0421,0.0634,0.0123,2.025,4.100625,0.3029,False,False,False,False,False,True,False,False,False,False,49.30197256870908
16.9074,0.0604,0.155,0.621425035,0.0406,0.141132604,0.7841,0.61481281,0.2332,0.0,0.0422,1.767514903,3.124108932327099,0.0406,False,False,False,False,False,False,False,True,False,False,5.638778014830356
7.1826,0.1943,0.136,0.262239089,0.2353,0.853368132,0.6113,0.37368768999999996,0.0269,0.0123,0.0153,3.453,11.923208999999998,0.2353,False,True,False,False,False,False,False,False,False,False,10.558519013014964
5.9735,0.2557,0.07,0.165292838,0.2919,1.696456562,1.0128,1.0257638399999998,0.0169,0.0114,0.0,2.411,5.812921,0.2919,False,False,False,False,False,False,False,False,True,False,9.851729192684257
6.8545,0.041,0.049,0.364999993,0.2156,1.899797505,0.2488,0.061901439999999995,0.0358,0.0,0.0295,1.624,2.637376,0.2156,False,True,False,False,False,False,False,False,False,False,0.445130554106831
13.0293,0.1447,0.185,0.244321034,0.181,0.585522907,0.438,0.191844,0.0952,0.0,0.004,2.558,6.5433639999999995,0.181,False,False,False,False,False,False,False,False,False,False,9.029453411288955
5.276,0.0745,0.088,0.211726941,0.2202,1.043051015,0.5002,0.25020003999999996,0.0519,0.0,0.0196,1.586,2.5153960000000004,0.2202,False,True,False,False,False,False,False,False,False,False,13.291992051185632
16.1905,0.0729,0.01,0.447067954,0.0283,0.277980589,4.2318,17.90813124,0.6788,0.0,0.0084,1.444,2.085136,0.0283,False,False,False,False,False,False,False,False,True,False,36.5074206993506
6.5214,0.0799,0.031,0.419534647,0.1215,1.870253757,0.2752,0.07573504,0.0184,0.0,0.0126,1.969,3.8769610000000005,0.1215,False,True,False,False,False,False,False,False,False,False,5.06009325020467
8.7903,0.1542,0.018,0.120386344,0.0804,2.306955657,0.1371,0.01879641,0.011,0.009,0.0138,1.776,3.154176,0.0804,False,False,False,False,False,False,True,False,False,False,0.08692560874312374
10.771,0.0199,0.06,0.174458111,0.1061,0.648466037,0.8215,0.67486225,0.1196,0.0,0.0334,1.201,1.4424010000000003,0.1061,False,False,False,False,False,False,False,False,False,False,9.818179149374377
8.5891,0.0632,0.06,0.489477702,0.1216,1.505354803,0.0341,0.0011628099999999998,0.0182,0.0,0.0,4.814,23.174596,0.1216,False,True,False,False,False,False,False,False,False,False,0.9164591105324815
8.6028,0.104,0.13,0.436614521,0.1882,0.841858008,0.3239,0.10491121000000002,0.0454,0.0697,0.0,3.322,11.035684,0.1882,False,False,False,False,False,False,False,False,True,False,15.660357997987592
6.9067,0.0688,0.187,1.0,0.5749,0.565582488,1.5643,2.44703449,0.0163,0.0,0.0389,3.576442843,12.790943409245923,0.5749,False,False,False,False,True,False,False,False,False,False,1.0037495116388016
11.701,0.0574,0.067,0.362758801,0.1236,0.679709078,1.1062,1.2236784400000003,0.027,0.0,0.0155,2.148,4.613904000000001,0.1236,False,True,False,False,False,False,False,False,False,False,2.9946136421456697
11.8009,0.0499,0.095,0.403630336,0.2036,1.231296842,0.2078,0.043180840000000005,0.0118,0.0,0.0034,1.774,3.147076,0.2036,False,False,False,False,False,False,False,False,True,False,3.342971162582744
12.1812,0.0486,0.014,0.281401134,0.043,0.596792287,2.7278,7.440892839999999,0.0866,0.0,0.0,1.722,2.965284,0.043,False,False,False,False,False,True,False,False,False,False,6.410380420383322
15.3577,0.0632,0.111,0.417887803,0.0847,0.389864001,0.6466,0.4180915599999999,0.1098,0.0,0.0078,1.27,1.6129,0.0847,False,False,False,False,False,False,True,False,False,False,10.384534281434831
16.073,0.0824,0.097,0.222285151,0.1851,1.353363897,0.1589,0.025249210000000005,0.0825,0.0,0.0056,4.127,17.032128999999998,0.1851,False,False,True,False,False,False,False,False,False,False,13.537977906903242
3.1561,0.5485,0.088,0.318007248,0.0893,0.663363431,0.2327,0.054149289999999996,0.4521,0.0,0.0,2.032,4.129024,0.0893,False,False,False,False,False,False,False,False,False,False,71.53105678399544
9.5587,0.1006,0.073,0.397478791,0.126,0.497962098,1.5431,2.38115761,0.0492,0.0,0.0,2.672,7.139584000000001,0.126,False,False,False,False,False,False,True,False,False,False,6.206674755139244
